placenm,hhs,white_hhs,black_hhs,hispanic_hhs,asian_hhs,other_hhs,ho_rate,white_ho_rate,black_ho_rate,hispanic_ho_rate,asian_ho_rate,other_ho_rate,mean_hv,white_mean_hv,black_mean_hv,hispanic_mean_hv,asian_mean_hv,other_mean_hv,hw,white_hw,black_hw,hispanic_hw,asian_hw,other_hw
"Oberlin, OH",3256.1516,2961.777,74.9398,132.392,45.4974,41.5454,0.843219953,0.868734884,0.391562294,0.785447761,0.339847991,0.57431629,246857.6361,248069.722,177153.8462,231414.1414,310384.6154,234363.6364,607763500,571056500,4606000,22910000,4035000,5156000
"Ocean City, MD",2822.442,2010.0804,584.1864,101.8668,54.1896,72.1188,0.636177183,0.723451062,0.35060556,0.576953433,0.814540059,0.466555184,235848.5545,243486.8529,183400,250358.4906,299195.122,131935.4839,358961500,296323500,33012000,13269000,12267000,4090000
"Ocean Springs, MS",7034.7427,4928.3042,1510.5406,386.6904,117.9056,91.3019,0.696003409,0.765497491,0.545890524,0.417312661,0.840042373,0.422708618,189806.0723,210854.7222,115960.6599,103936.7089,176244.6809,115675.6757,887723000,759077000,91377000,16422000,16567000,4280000
"Oceanside, CA",51783.4624,29218.1504,2718.5204,15583.49,2773.0436,1490.258,0.554261702,0.599599994,0.358383627,0.473972518,0.821339989,0.365276617,585575.0582,632124.6744,485754.1322,473345.3691,606171.0351,716205.2239,16615106700,10921218000,470210000,3475301700,1364491000,383886000
"Ocoee, FL",12498.4794,5852.4543,2784.5367,2501.1558,890.5512,469.7814,0.675149139,0.753441133,0.569796836,0.591098603,0.696721311,0.730854606,374548.985,411261.5527,239524.6321,352699.3797,580469.6223,253029.5858,3099767400,1774593600,374377000,511766800,353506000,85524000
"Odessa, TX",38090.873,13348.1082,1925.5042,22252.5798,332.5024,232.1784,0.623233938,0.667149836,0.44250093,0.615882523,0.286637931,0.783950617,202974.2789,247360.3741,230497.6359,171547.6421,183157.8947,289722.2222,4785321600,2181718500,195001000,2339052100,17400000,52150000
"OFallon, IL",8777.347,6521.7226,1781.5969,212.006,135.7137,126.3078,0.665827522,0.777208003,0.268666723,0.7,0.519251925,0.617021277,181472.9229,181534.9074,161209.8501,174694.4444,193086.9565,304276.3158,1028770000,891881000,75285000,25156000,13323000,23125000
"OFallon, MO",32895.243,29437.6506,1450.7289,955.2453,791.7054,259.9128,0.820914264,0.84146849,0.630427091,0.641748146,0.666653657,0.684536506,267700.4999,265084.4366,316388.521,307037.9538,293150.3831,168211.4286,7122439500,6467265000,286648000,186065000,153024500,29437000
"Ogden, UT",31670.907,25668.31,343.556,4232.462,478.579,948,0.699042831,0.749652762,0.030044592,0.538842404,0.373784683,0.450594409,341292.7508,355066.0834,250000,257300.8418,245301.1364,213159.1449,7452809800,6736668800,2500000,580728000,43173000,89740000
"Oklahoma City, OK",245284.1512,149456.1167,34565.6079,37107.2515,7325.0536,16830.1215,0.566999884,0.662335888,0.303597079,0.419361418,0.653707408,0.549142007,220449.0701,238796.3124,172303.3547,133361.6685,257480.1345,206796.1832,30427923800,23442156400,1797640900,2066972500,1224833000,1896321000
"Olathe, KS",50463.1596,40940.1974,3105.194,3697.7442,1929.5739,790.4501,0.709992679,0.781114841,0.13209252,0.535406641,0.507467219,0.607644809,287474.198,291463.4447,315647.7833,239762.0742,260581.4196,249509.4737,10188948000,9221029000,128153000,471612000,249637000,118517000
"Oldsmar, FL",6169.3643,5367.2649,180.8469,316.3929,145.6525,159.2071,0.728872357,0.740346913,0.591058514,0.641488162,0.896326531,0.519044063,269041.2553,273963.5903,245769.2308,236634.0206,267817.4603,150617.284,1144501500,1027089500,25560000,45907000,33745000,12200000
"Olean, NY",5625.8878,5297.643,48.7448,54.3348,52.3224,172.8428,0.761610461,0.785290704,0.311926606,0.524691358,0.613247863,0.282018111,114353.0319,115253.9371,95000,60032,105357.1429,76128.20513,437514700,428859900,1235000,1500800,2950000,2969000
"Olive Branch, MS",13546.194,8843.2429,4020.8643,483.941,138.1205,60.0253,0.713324134,0.803978674,0.512784751,0.711158798,0.792481203,0.626297578,214915.4713,227067.1199,178286.9866,185091.0448,215405.6604,213833.3333,2022569500,1569715000,360318000,62005500,22833000,7698000
"Olmsted Falls, OH",3777.4399,3492.5358,15.5038,115.2333,128.3854,25.7816,0.728054601,0.7316325,0.292134831,0.547241119,0.925373134,0.331081081,243903.8162,245559.0947,149000,147203.3898,243303.5714,558571.4286,626345000,585904000,596000,8685000,27250000,3910000
"Olympia, WA",21475.233,16054.8204,978.8277,1876.7133,1479.8262,1085.0454,0.598192518,0.621242222,0.216415616,0.41301908,0.809475397,0.633666112,349034.93,347831.668,382211.5385,284576.1408,349466.6667,427847.7306,4415640900,3411533000,79500000,218269900,414118000,292220000
"Omaha, NE",174573.0917,127590.4447,18032.2444,19014.0391,6472.4653,3463.8982,0.606259793,0.679897694,0.342692821,0.458938333,0.426276878,0.410907832,222689.5108,224366.6829,207826.1258,172985.1775,376966.5455,190977.3692,23432058400,19341529900,1278338500,1505490000,1036658000,270042000
"Onalaska, WI",7452.8272,7014.5621,66.2116,99.008,116.1797,156.8658,0.654122385,0.675098692,0.210280374,0.3109375,0.656458056,0.118343195,223417.3446,225978.59,189000,167500,120162.1622,110000,1060115300,1041761300,2457000,5025000,8892000,1980000
"Ontario, CA",48532.8387,9751.9029,2796.6369,30918.9666,4100.5071,964.8252,0.569030558,0.620542366,0.443366817,0.533680055,0.788566029,0.612449799,396477.3721,438911.0593,385738.6364,379044.1885,411071.8731,392350.937,10880925000,2635222000,475230000,6218978000,1321185000,230310000
"Opelika, AL",12167.5936,8618.3424,2351.1264,257.1456,526.1856,414.7936,0.67117166,0.697905713,0.622018791,0.89133627,0.30534625,0.721893491,255524.0015,263167.8064,210621.9765,94960.35242,265215.1899,439801.3468,2053646400,1554795400,304770000,21556000,41904000,130621000
"Orange City, FL",4767.2645,3663.762,252.693,757.124,62.9345,30.751,0.70848775,0.748696695,0.552532124,0.607214934,0.306525038,0.51552795,223282.3808,236483.7173,209586.4662,139404.7619,556888.8889,151714.2857,707135300,605634800,27875000,61477500,10024000,2124000
"Orange, CA",42664.0716,22526.8288,449.9349,13332.4403,5418.6764,936.1912,0.616644205,0.710593956,0.551624913,0.41737594,0.737840776,0.523577449,782733.906,829232.5782,518739.8374,621883.1358,821971.5808,901666.6667,20319772200,13103533200,127610000,3411029000,3239390000,438210000
"Orange Park, FL",3342.4713,2594.3589,348.6546,265.9671,74.4849,59.0058,0.793846397,0.818184909,0.696433089,0.696899353,0.774422735,0.76083707,237893.0602,231690.795,251528.8889,271810.7784,228148.9362,325317.0732,569040200,442992800,56594000,45392400,10723000,13338000
"Oregon City, OR",14166.5487,11981.0592,145.5711,1105.3404,576.9,357.678,0.623355821,0.640665126,0.780713342,0.285490605,0.975333333,0.455913978,420163.7642,414658.5519,396909.0909,359168.2848,532983.6957,421823.8994,3614248700,3098328700,43660000,110983000,294207000,67070000
"Oregon, OH",8553.7192,7986.9088,98.7012,300.9136,108.8984,58.2972,0.755139682,0.767729813,0.274853801,0.838235294,0.277385159,0.306930693,184304.7695,188474.7386,111600,94477.73279,200000,115000,1151536200,1117655200,2790000,23336000,5800000,1955000
"Oregon, WI",4007.466,3631.7692,109.3356,136.9958,102.408,26.9574,0.726243267,0.759267962,0.07805326,0.41260535,0.61127451,0.936685289,282943.7687,279725.3843,165000,472423.0769,284000,247826.087,758289300,709663300,1320000,24566000,17040000,5700000
"Orinda, CA",7371.5082,5886.391,110.852,355.026,876.7794,142.4598,0.745920462,0.783305764,0.412162162,0.381434599,0.703741671,0.628811777,1401276.101,1413182.954,1198422.222,1117441.86,1430583.612,1115348.837,7416954400,6267466400,53929000,144150000,855489000,95920000
"Orlando, FL",98082.7506,43375.9465,19766.4081,29399.3889,2962.6746,2578.3325,0.438367487,0.568414707,0.373635127,0.297392797,0.613828734,0.152655757,302999.2915,348914.6535,208854.818,241861.3465,383209.2634,193950.9044,12828990000,8457691200,1525893300,2083635500,686711000,75059000
"Ormond Beach, FL",14068.6389,10212.9423,2364.7357,1088.404,105.2802,297.2767,0.590568118,0.657379049,0.470910851,0.272196262,0.628019324,0.399486741,240279.2214,264018.6415,132975.1604,140684.0278,238153.8462,165652.1739,1938092200,1717969300,145075900,40517000,15480000,19050000
"Oro Valley, AZ",17643.4786,13650.109,317.0024,2898.9224,391.9498,385.495,0.726550273,0.750190464,0.511312217,0.680232558,0.752058554,0.388837209,296611.6698,302261.1642,320284.8101,248508.5008,415044.5205,284829.932,3733747700,3037724700,50605000,482355000,121193000,41870000
"Oroville, CA",4421.6469,3419.6607,30.051,475.3782,139.0932,357.4638,0.707304444,0.732937189,0.457142857,0.672787477,0.566872428,0.583666934,270616.2791,281325.3935,216666.6667,219128.2468,288405.4054,217831.6832,814555000,679119500,2600000,67491500,21342000,44002000
"Osceola, AR",2847.6368,1542.0476,1091.7196,103.532,15.3488,94.9888,0.558807078,0.744166393,0.317395053,0.278321678,0.764150943,0.59679878,127573.5608,141625.7367,89812.5,107500,167300,73823.52941,179496000,144175000,27303000,2580000,1673000,3765000
"Oshkosh, WI",28189.2723,25096.4811,313.3944,1013.7834,1308.1842,457.4292,0.616965426,0.666824338,0.214646465,0.06557377,0.28584392,0.326124567,198295.973,196232.1418,350000,117076.9231,273741.9355,206258.5034,3407518000,3244306000,23450000,7610000,101832000,30320000
"Ossining, NY",9294.363,6299.127,673.911,1856.205,328.32,136.8,0.689161592,0.776284714,0.304744989,0.497742976,0.871354167,0.73125,554605.4385,578121.4859,337549.505,451925.4425,636200,584948.9796,3446872800,2739139600,68185000,408540600,173682600,57325000
"Oswego, NY",6930.704,6607.0532,43.094,82.1758,47.1062,151.2748,0.768289022,0.781161441,0.25862069,0.224231465,0.410094637,0.758349705,141675.6357,142934.4379,156000,116470.5882,189687.5,80863.63636,718720500,703094500,1716000,1980000,3035000,8895000
"Othello, WA",3002.076,2326.4284,13.2848,334.4304,163.9662,163.9662,0.576094276,0.619980138,0.5,0.534110535,0.177454866,0.443857332,275252.2973,288285.8785,490000,115115.1515,474074.0741,338418.4615,407373400,351132200,2450000,18994000,12800000,21997200
"Overland, MO",6744.5595,2420.4828,3781.1781,237.3924,170.1408,135.3654,0.518504314,0.754571361,0.36651085,0.582929782,0.626689189,0.294055202,114771.9857,119611.27,98775.22523,196162.963,128095.2381,126615.3846,385519100,209080500,131568600,26482000,13450000,4938000
"Overland Park, KS",76179.462,63149.946,2776.0619,3360.6287,5428.1437,1464.6817,0.693361741,0.740423962,0.288408807,0.451961414,0.505587518,0.681563988,373546.0318,380465.6227,543042.7673,230148.4427,302056.576,328073.7374,19589501000,17663497000,431719000,347294000,822198000,324793000
"Oviedo, FL",13757.7006,9400.1967,1528.4268,1814.4645,808.839,205.7736,0.738725954,0.762239145,0.690186537,0.649359522,0.856704981,0.34939759,349257.0828,346355.0313,311729.6261,364391.717,411325,346619.7183,3488729000,2436954000,325134000,422330000,279701000,24610000
"Owatonna, MN",10219.8416,9356.8426,143.1954,438.8506,197.7748,83.1782,0.781826423,0.784605781,0.724331927,0.875631023,0.657841141,0.368038741,178463.835,188521.9952,85000,39044.73684,135234.375,83965.51724,1371851500,1328514500,8755000,14837000,17310000,2435000
"Owensboro, KY",24071.0544,21895.887,631.272,581.7498,802.695,159.4506,0.672024778,0.703442277,0.679310345,0.243217961,0.152542373,0.508532423,169691.1305,171952.5977,115910.5882,186200,115000,80518.51852,2716755000,2621245400,49262000,25695600,14030000,6522000
"Oxford, MS",6798.735,4884.435,1640.655,137.025,75.33,61.29,0.738289549,0.807136342,0.555253847,0.82955665,0.546594982,0.182819383,151827.7976,170764.6051,77568.31228,57271.02804,265625,103500,723155800,637805800,67562000,6128000,10625000,1035000
"Oxnard, CA",54293.2529,18693.2889,1646.9994,29855.8441,3412.4741,684.6464,0.548171535,0.68456072,0.754056316,0.433263232,0.71889879,0.488911064,532712.4419,571326.0838,554786.3526,486243.5197,572965.1597,499354.7401,15585035200,7129578200,682942000,6227807000,1381419000,163289000
"Ozark, AL",5847.1435,4173.9328,1318.9652,184.9991,58.4448,110.8016,0.662315351,0.739133606,0.440803139,0.347593583,0.908854167,0.800824176,168667.6967,172999.026,119754.326,189000,290454.5455,258430,529447900,426269600,59517900,10206000,12780000,20674400
"Pacific Grove, CA",5754.26,3759.404,235.468,1124.45,409.016,225.922,0.558571215,0.593356819,0.456172389,0.403365201,0.744743482,0.521888085,1022169.538,1132170.665,676153.8462,806201.6317,848113.4752,578781.8182,3050153900,2331139400,70320000,345860500,239168000,63666000
"Pacifica, CA",12144.6072,3011.9472,479.4816,2639.3184,5562.312,451.548,0.630267301,0.719881145,0.412330317,0.450061652,0.691613847,0.561561562,983376.6275,1035604.816,872051.8135,1099842.648,926810.3339,938608.871,7371391200,2193411000,168306000,1279117000,3497782200,232775000
"Page, AZ",2640.6688,1684.0516,17.8948,297.9053,67.5367,573.2804,0.61285516,0.632793496,0.204819277,0.496833725,0.24660814,0.670458819,361698.6553,389982.1053,2580000,580364.9635,398928.5714,154570.2265,511080200,370483000,7740000,79510000,5585000,47762200
"Painesville, OH",8138.3292,7101.2295,404.8542,378.081,111.4344,142.7301,0.719769716,0.764106483,0.205987489,0.432535885,0.548701299,0.865652725,187614.1343,189839.2209,75590.36145,182900,190000,173083.3333,1061896000,994188000,6274000,29264000,11400000,20770000
"Palatine, IL",24575.57,16880.5,953.47,2847.69,3258.44,635.47,0.720200996,0.818021978,0.082823791,0.332961102,0.787085231,0.470391993,436946.5628,414966.8081,340769.2308,278581.9149,553214.454,980148.6486,7659236300,5672181300,26580000,261867000,1408484000,290124000
"Palatka, FL",4631.0072,3703.632,553.7632,308.8456,19.1784,45.588,0.726130938,0.771109225,0.476343679,0.654563963,0.661202186,0.618390805,187142.8797,198429.5302,119024.0964,137363.8743,115833.3333,73846.15385,591371500,532188000,29637000,26236500,1390000,1920000
"Palestine, TX",6531.3924,5071.1384,546.6732,719.882,97.3958,96.303,0.667524156,0.719507596,0.473263368,0.508159393,0.140252454,0.757446809,175321.8164,189064.3816,98000,100301.4085,430769.2308,101661.7647,720046700,648112700,23814000,35607000,5600000,6913000
"Palisades Park, NJ",8766.78,3896.2988,117.3212,1953.8216,2629.6032,169.7352,0.505372645,0.589171857,0.077111383,0.430471851,0.469801223,0.291032149,491765.8554,483841.3527,350000,436078.9793,553695.7983,301500,2101315500,1065902500,3150000,358893000,658898000,14472000
"Palm Bay, FL",40317.8734,27079.8192,5096.8365,5872.4596,451.976,1816.7821,0.801157064,0.837446352,0.818844022,0.691039032,0.664285714,0.600621946,189971.8566,193206.944,179548.3638,193486.2444,228775.1678,139133.2721,6099426400,4351600000,746203000,782071400,68175000,151377000
"Palm Beach Gardens, FL",19042.4248,13090.3192,3579.1194,1606.2521,503.3257,263.4084,0.660633393,0.762414686,0.35377663,0.514504915,0.521040551,0.929824561,502326.6851,524535.3279,290930.8126,414173.4317,369688.716,1132058.091,6185650800,5119464800,361627000,336723000,95010000,272826000
"Palm Beach, FL",3015.2278,1342.0498,906.8852,685.672,46.0408,34.58,0.489522748,0.656274156,0.308584813,0.3870317,0.643776824,0.59,420268.6381,522932.7563,335775.7937,176917.1548,420153.8462,558823.5294,540045200,392722500,84615500,42283200,10924000,9500000
"Palm Coast, FL",35197.0344,28186.0524,2689.3746,2956.7736,948.717,416.1168,0.796186829,0.820190258,0.694361209,0.746778989,0.508108108,0.836267606,281035.0403,287396.758,231499.1905,241390.0638,320127.3486,322453.4884,7809401700,6586558900,428968000,529609800,153341000,110924000
"Palm Desert, CA",18752.0736,12389.598,238.9608,5039.2446,657.4308,426.8394,0.649208939,0.697437689,0.495169082,0.529580207,0.703248464,0.664638269,492555.0532,513644.5837,329224.1379,473126.0523,422617.5824,218967.7419,5882585000,4343378600,38190000,1247633400,192291000,61092000
"Palm Springs, CA",21266.4312,14220.4104,573.924,5269.9128,838.812,363.372,0.66102967,0.732148827,0.323076923,0.512823818,0.666396761,0.548598131,485584.6284,512757.7535,684488.764,369011.4576,464216.7577,554404.1451,6624345500,5158343000,121839000,982308500,254855000,107000000
"Palm Springs, FL",6351.2163,2220.4611,929.4714,2960.1,207.0783,34.1055,0.632697724,0.82008926,0.506784824,0.514478261,0.848974518,0.811320755,215254.8252,221450.116,204373.8938,208997.9494,241278.1065,176538.4615,825287000,381780000,92377000,305764000,40776000,4590000
"Palmdale, CA",42379.9176,11848.8882,6523.4422,20939.727,2434.4896,633.3706,0.669218791,0.772491684,0.38162147,0.69240534,0.80685241,0.403762663,317773.5415,345200.9903,345460.452,288346.8952,376747.3035,284055.1181,8954858400,3137186600,856051000,4155943800,733527000,72150000
"Palmer Town, MA",5097.573,4678.8876,104.7348,188.4042,64.9728,60.5736,0.750311177,0.77754674,0.559773829,0.203412663,0.822916667,0.599162011,306052.438,308833.5834,186203.5714,272285.7143,305882.3529,264696.9697,1073325900,1029033500,10427400,9530000,15600000,8735000
"Palmetto Bay, FL",8004.4136,1679.728,1072.7656,4854.5912,256.3912,140.9376,0.696879931,0.812532982,0.652964264,0.653215867,0.897147796,0.79245283,396436.2799,524932.8244,348937.5907,354285.4839,362951.1111,420943.3962,2152649000,687662000,240418000,1098285000,81664000,44620000
"Palmetto, FL",5773.9752,4752.9288,385.4708,458.7208,105.2456,71.6092,0.77444891,0.816935444,0.503496503,0.55109862,0.90311804,0.654664484,293633.2159,299198.7537,304550.8021,225033.195,267688.172,212777.7778,1249996600,1104342600,56951000,54233000,24895000,9575000
"Palmyra, NJ",2893.5456,2015.8974,581.834,143.9427,106.5141,45.3574,0.698077853,0.781797675,0.430961924,0.609558526,0.701696771,0.676092545,258028.2226,259495.0663,239124.0175,251397.4359,308985.5072,233518.5185,454387700,352394300,54759400,19609000,21320000,6305000
"Palo Alto, CA",26474.2506,14982.2274,423.3348,2137.1154,8164.0314,767.5416,0.519950684,0.553012631,0.130841121,0.230021598,0.570995881,0.353522337,2526262.938,2712518.286,628301.8868,1343804.124,2366097.835,2129033.708,34102023400,22028361000,33300000,651745000,10820165400,568452000
"Palos Verdes Estates, CA",5363.082,2946.861,112.0374,714.3138,1208.6532,381.2166,0.683764336,0.744464907,0.110871905,0.54296809,0.733186989,0.490034799,1375458.991,1456425.517,375000,1241111.111,1230550.656,1465152.542,4796225500,3030821500,4500000,469140000,1032432000,259332000
